,nom,siren,nature
0,Haut - Bugey Agglomération,200042935,CA
1,CA du Bassin de Bourg-en-Bresse,200071751,CA
2,CA du Pays de Gex,240100750,CA
3,CC Rives de l'Ain - Pays du Cerdon,200029999,CC
4,CC Bugey Sud,200040350,CC
5,CC Dombes Saône Vallée,200042497,CC
6,CC de la Dombes,200069193,CC
7,CC Val de Saône Centre,200070118,CC
8,CC de la Veyle,200070555,CC
9,CC Bresse et Saône,200071371,CC
10,CC de la Côtière à Montluel,240100610,CC
11,CC de Miribel et du Plateau,240100800,CC
12,CC de la Plaine de l'Ain,240100883,CC
13,CC du Pays Bellegardien (CCPB),240100891,CC
14,SM intercommunal de destruction des ordures ménagères Veyle Saône,250101086,SMF
15,SM de traitement des déchets ménagers et assimilés (ORGANOM),250102365,SMF
16,SM pour le traitement des déchets ménagers et assimilés (SM de Crocu),250102373,SMF
17,SM intercommunal de gestion des déchets du Faucigny Genevois (SIDEFAGE),257401620,SMF
18,CA du Pays de Laon,200043495,CA
19,CA Chauny Tergnier La Fère,200071785,CA
20,CA du Saint-Quentinois,200071892,CA
21,CA de la Région de Château-Thierry,200072031,CA
22,GrandSoissons Agglomération,240200477,CA
23,CC du Val de l'Oise,200040426,CC
24,CC Picardie des Châteaux,200071769,CC
25,CC Thiérache Sambre et Oise,200071983,CC
26,CC Retz en Valois,200071991,CC
27,CC de la Thiérache du Centre,240200444,CC
28,CC du Pays de la Serre,240200469,CC
29,CC du Pays du Vermandois,240200493,CC
30,CC du Val de l'Aisne,240200501,CC
31,CC du Canton d'Oulchy le Château,240200519,CC
32,CC de la Champagne Picarde,240200576,CC
33,CC du Canton de Charly sur Marne,240200584,CC
34,CC du Chemin des Dames,240200592,CC
35,CC des Trois Rivières,240200600,CC
36,CC des Portes de la Thiérache,240200634,CC
37,SI de ramassage et de traitement des ordures ménagères (SIRTOM) de la région de Laon ,250200383,SMF
38,Valor'Aisne (Syndicat départemental de traitement des déchets ménagers de l'Aisne),250208790,SMO
39,PETR - UCCSA (Union des CC du Sud de l'Aisne),200051100,PETR
40,PETR du Pays de Thiérache,200051118,PETR
41,PETR du Soissonnais et du Valois,200085694,PETR
42,CA Montluçon Communauté,200071082,CA
43,CA Moulins Communauté,200071140,CA
44,CA Vichy Communauté,200071363,CA
45,CC Saint-Pourçain Sioule Limagne,200071389,CC
46,CC Entr'Allier Besbre et Loire,200071470,CC
47,CC du Bocage Bourbonnais,200071496,CC
48,CC Commentry Montmarault Néris Communauté,200071512,CC
49,CC du Pays de Lapalisse,240300491,CC
50,CC du Pays de Tronçais,240300558,CC
51,CC du Val de Cher,240300566,CC
52,CC du Pays d'Huriel,240300657,CC
53,SI de collecte et de traitement des ordures ménagères (SICTOM) Sud-Allier,250300050,SMF
54,SM de collecte et de traitement des ordures ménagères Nord-Allier (SICTOM Nord Allier),250300217,SMF
55,SI de collecte et de traitement des ordures ménagères (SICTOM) du secteur de Cérilly,250303039,SMF
56,SM intercommunal de collecte et de traitement d'ordures ménagères de la région montluçonnaise,250303294,SMF
57,PETR du Pays de la vallée de Montluçon et du Cher,200051753,PETR
58,CA Durance-Lubéron-Verdon Agglomération,200034700,CA
59,CA Provence-Alpes-Agglomération,200067437,CA
60,"CC Alpes-Provence-Verdon ""Sources de lumière""",200068625,CC
61,CC du Sisteronais-Buëch,200068765,CC
62,CC Haute-Provence-Pays de Banon,200071025,CC
63,CC Jabron-Lure-Vançon-Durance,200071033,CC
64,CC Vallée de l'Ubaye - Serre-Ponçon,200072304,CC
65,CC Pays Forcalquier et Montagne de Lure,240400440,CC
66,SM départemental d'élimination et de valorisation des ordures ménagères (SYDEVOM) des Alpes-de-Haute-Provence,250401221,SMO
67,CA Gap-Tallard-Durance,200067825,CA
68,CC Serre-Ponçon Val d'Avance,200067320,CC
69,CC Buëch-Dévoluy,200067445,CC
70,CC du Guillestrois et du Queyras,200067452,CC
71,CC Serre-Ponçon,200067742,CC
72,CC Champsaur-Valgaudemar,200068096,CC
73,CC du Briançonnais,240500439,CC
74,CC du Pays des Ecrins,240500462,CC
75,"Syndicat Mixte de Traitement des Ordures Ménagères du Guillestrois, du Queyras et de l'Argentiérois (SMITOMGA)",250500790,SMF
76,"PETR du Briançonnais, des Ecrins, du Guillestrois et du Queyras",200052801,PETR
77,Métropole Nice Côte d'Azur,200030195,METRO
78,CA du Pays de Grasse,200039857,CA
79,CA Cannes Pays de Lérins,200039915,CA
80,CA de la Riviera Française,240600551,CA
81,CA de Sophia Antipolis,240600585,CA
82,CC Alpes d'Azur,200039931,CC
83,CC du Pays des Paillons,240600593,CC
84,SIVOM de Valberg,240600023,SIVOM
85,SM d'élimination des déchets (SMED),200000586,SMO
86,SM pour la valorisation des déchets UNIVALOM,200046076,SMO
87,CA Privas Centre Ardèche,200071413,CA
88,CA Annonay Rhône Agglo,200072015,CA
89,CA Arche Agglo,200073096,CA
90,CC du Pays de Lamastre,200016905,CC
91,CC des Gorges de l'Ardèche,200039808,CC
92,CC Ardèche des Sources et Volcans,200039824,CC
93,CC Pays des Vans en Cévennes,200039832,CC
94,CC Rhône Crussol,200041366,CC
95,CC Val Eyrieux,200041465,CC
96,CC Ardèche Rhône Coiron,200071405,CC
97,CC de la Montagne d'Ardèche,200072007,CC
98,CC du Bassin d'Aubenas,200073245,CC
99,CC du Pays Beaume-Drobie,240700302,CC
100,CC Val de Ligne,240700617,CC
101,CC du Val d'Ay,240700716,CC
102,CC Berg et Coiron,240700815,CC
103,CC du Rhône aux Gorges de l'Ardèche,240700864,CC
104,SI de collecte et de traitement des ordures ménagères du secteur Eyrieux-Doux (SICTOMSED),250700135,SMF
105,SI de collecte et de traitement des ordures ménagères de la Basse-Ardèche (SICTOBA),250700218,SMF
106,Syndicat pour la destruction des ordures ménagères du secteur d'Aubenas (SIDOMSA),250701851,SMF
107,Ardenne Métropole,200041630,CA
108,CC Ardennes Thiérache,200041622,CC
109,CC du Pays Réthelois,200043156,CC
110,CC Vallées et Plateau d'Ardenne,200067759,CC
111,"CC Ardenne, Rives de Meuse",240800821,CC
112,CC des Portes du Luxembourg,240800847,CC
113,CC des Crêtes Préardennaises,240800862,CC
114,CC de l'Argonne Ardennaise,240800920,CC
115,"SM du SCOT ""Nord Ardennes""",200088730,SMF
116,SICOMAR de l'arrondissement de Réthel,250800646,SMF
117,SM de traitement des déchets Ardennais (VALODEA),250800489,SMO
118,CA Pays Foix-Varilhes,200067791,CA
119,CC du Pays de Mirepoix,200044469,CC
120,CC Arize Lèze,200066223,CC
121,CC des Portes d'Ariège Pyrénées,200066231,CC
122,CC de la Haute Ariège,200066363,CC
123,CC Couserans-Pyrénées,200067940,CC
124,CC du Pays de Tarascon,240900431,CC
125,CC du Pays d'Olmes,240900464,CC
126,"SM d'étude, de collecte et de traitement des déchets ménagers et assimilés du Plantaurel (SMECTOM du Plantaurel)",240900399,SMF
127,PETR de l'Ariège,200051076,PETR
128,CA Troyes Champagne Métropole,200069250,CA
129,CC des Portes de Romilly sur Seine,200000545,CC
130,CC du Nogentais,200006716,CC
131,CC des Lacs de Champagne,200040137,CC
132,CC de Vendeuvre-Soulaines,200066892,CC
133,CC du Barséquanais en Champagne,200069003,CC
134,CC Seine et Aube,200070126,CC
135,CC du Chaourçois et du Val d'Armance,200071041,CC
136,"CC d'Arcis, Mailly, Ramerupt",200071777,CC
137,"CC Forêts, Lacs, Terres en Champagne",241000223,CC
138,CC de la Région de Bar sur Aube,241000405,CC
139,CC du Pays d'Othe,241000447,CC
140,CC de l'Orvin et de l'Ardusson,241000488,CC
141,SM d'élimination des déchets ménagers du territoire d'Orient,251002515,SMF
142,Syndicat départemental d'élimination des déchets de l'Aube (SDEDA),251002531,SMO
143,SM Seine en plaine champenoise,200075471,PETR
144,PETR Othe-Armance,200077873,PETR
145,CA Carcassonne Agglo,200035715,CA
146,CA Le Grand Narbonne,241100593,CA
147,CC Piège Lauragais Malepère,200035707,CC
148,CC Castelnaudary Lauragais Audois,200035855,CC
149,"CC Région Lézignanaise, Corbières et Minervois",200035863,CC
150,CC de la Montagne Noire,200042463,CC
151,CC Pyrénées audoises,200043776,CC
152,CC du Limouxin,200071926,CC
153,COVALDEM 11 ,200036101,SMF
154,SMICTOM de l'Ouest Audois,251100236,SMF
155,PETR Vallée de l'Aude,200077964,PETR
156,CA Rodez Agglomération,241200187,CA
157,CC Decazeville Communauté,200067064,CC
158,"CC Saint Affricain, Roquefort, Sept Vallons",200067155,CC
159,"CC Monts, Rance et Rougier",200067163,CC
160,"CC Aubrac, Carladez et Viadène",200067171,CC
161,CC Comtal Lot et Truyère,200067478,CC
162,CC des Causses à l'Aubrac,200068484,CC
163,Pays Ségali Communauté,200068831,CC
164,Ouest Aveyron Communauté,200069383,CC
165,CC du Réquistanais,241200542,CC
166,CC de Millau Grands Causses,241200567,CC
167,CC du Pays Rignacois,241200625,CC
168,CC Conques-Marcillac,241200641,CC
169,CC du Pays de Salars,241200658,CC
170,CC du Plateau de Montbazens,241200674,CC
171,CC de Lévézou Pareloup,241200765,CC
172,CC Aveyron Bas Ségala Viaur,241200807,CC
173,CC Larzac et Vallées,241200906,CC
174,CC de la Muse et des Raspes du Tarn,241200914,CC
175,SMICTOM Nord Aveyron,251200978,SMF
176,SM départemental pour le traitement et la valorisation des déchets ménagers et assimilés (SYDOM Aveyron),251201588,SMO
177,PETR Centre Ouest Aveyron,200050565,PETR
178,PETR du Haut Rouergue,200050573,PETR
179,PETR du Lévézou,200050615,PETR
180,Métropole d'Aix-Marseille-Provence,200054807,METRO
181,CA Terre de Provence,200035087,CA
182,CA d'Arles-Crau-Camargue-Montagnette,241300417,CA
183,CC  Vallée des Baux-Alpilles (CC VBA),241300375,CC
184,PETR du Pays d'Arles,200076289,PETR
185,CU Caen la Mer,200065597,CU
186,CA Lisieux Normandie,200069532,CA
187,CC Normandie-Cabourg-Pays d'Auge,200065563,CC
188,CC Val ès Dunes,200065589,CC
189,CC Cingal-Suisse Normande,200066710,CC
190,CC Vallées de l'Orne et de l'Odon,200066728,CC
191,CC Isigny-Omaha Intercom,200066801,CC
192,CC du Pays de Honfleur-Beuzeville,200066827,CC
193,CC Intercom de la Vire au Noireau,200068799,CC
194,CC Seulles Terre et Mer,200069516,CC
195,CC Pré-Bocage Intercom,200069524,CC
196,CC Coeur Côte Fleurie,241400415,CC
197,CC du Pays de Falaise,241400514,CC
198,CC de Bayeux Intercom,241400555,CC
199,CC Coeur de Nacre,241400860,CC
200,CC Terre d'Auge,241400878,CC
201,SM intercommunal des surplus ménagers du Bessin (COLLECTEA),251402723,SMF
202,SM SICTOM de la Bruyère,251402756,SMF
203,SM traitement valorisation des déchets ménagers région Ouest Calvados (SEROC),251405031,SMF
204,CA du Bassin d'Aurillac,241500230,CA
205,CC Hautes Terres,200066637,CC
206,CC de Saint-Flour,200066660,CC
207,CC de la Châtaigneraie Cantalienne,200066678,CC
208,CC du Pays Gentiane,241500255,CC
209,CC du Pays de Mauriac,241500271,CC
210,CC Sumène - Artense,241501055,CC
211,CC Cère et Goul en Carladès,241501089,CC
212,CC du Pays de Salers,241501139,CC
213,"SM du SCOT du bassin d'Aurillac, du Carladès et de la Châtaigneraie",200038149,SMF
214,"SM d'élimination des ordures ménagères de la région de Mauriac, Pléaux, Salers, Saint-Cernin (SIETOM de Drugeac)",251500963,SMF
215,SM de la station du Lioran,251500948,SMO
216,SM du lac de Garabit-Grandval,251502944,SMO
217,Syndicat des territoires de l'Est Cantal,200093995,PETR
218,CA du Grand Cognac,200070514,CA
219,CA du Grand Angoulême,200071827,CA
220,CC des 4B Sud Charente,200029734,CC
221,CC Val de Charente,200043016,CC
222,CC La Rochefoucauld - Porte du Périgord,200068914,CC
223,CC Lavalette Tude Dronne,200070282,CC
224,CC Coeur de Charente,200072023,CC
225,CC de Charente Limousine,200072049,CC
226,CC du Rouillacais,241600303,CC
227,Syndicat de valorisation des déchets ménagers de la Charente (CALITOM),251602660,SMF
228,Pôle Territorial Ouest Charente Pays du Cognac,200048858,PETR
229,PETR du Pays du Ruffécois,200050094,PETR
230,CA de Saintes,200036473,CA
231,CA Rochefort Océan,200041762,CA
232,CA de La Rochelle,241700434,CA
233,CA Royan Atlantique,241700640,CA
234,CC Aunis Atlantique,200041499,CC
235,CC de la Haute Saintonge,200041523,CC
236,CC Aunis Sud,200041614,CC
237,Vals de Saintonge Communauté,200041689,CC
238,CC de l'Ile de Ré,241700459,CC
239,CC Coeur de Saintonge,241700517,CC
240,CC de l'Ile d'Oléron,241700624,CC
241,CC de Gémozac et de la Saintonge Viticole,241700632,CC
242,CC du Bassin de Marennes,241700699,CC
243,SM CYCLAD,251701900,SMF
244,Syndicat intercommunautaire du littoral,251710687,SMF
245,Pôle Marennes-Oléron,200050334,PETR
246,CA Bourges Plus,241800507,CA
247,CC Sauldre et Sologne,200000933,CC
248,CC Pays de Nérondes,200007177,CC
249,CC Portes du Berry entre Loire et Val d'Aubois,200011781,CC
250,CC Arnon Boischaut Cher,200027076,CC
251,CC Berry-Loire-Vauvise,200032514,CC
252,CC Coeur de France,200036135,CC
253,CC Berry Grand Sud,200049484,CC
254,CC Terres du Haut Berry,200066330,CC
255,CC Pays Fort Sancerrois Val de Loire,200069227,CC
256,CC Coeur de Berry,200070571,CC
257,CC Vierzon-Sologne-Berry,200090561,CC
258,CC la Septaine,241800374,CC
259,CC le Dunois,241800424,CC
260,CC les Trois Provinces,241800432,CC
261,CC Fercher Pays Florentais,241800457,CC
262,"SM de collecte et de traitement des résidus ménagers des régions de Léré, Sancerre et Vailly-sur-Sauldre",200033140,SMF
263,SMIRTOM du Saint Amandois,251801817,SMF
264,SICTREM de Baugy,251887873,SMF
265,Centre-Cher,200087849,PETR
266,CA du Bassin de Brive,200043172,CA
267,CA Tulle Agglo,241927201,CA
268,CC du Pays de Lubersac-Pompadour,200066603,CC
269,CC Vézère-Monédières-Millesources,200066645,CC
270,CC Haute-Corrèze Communauté,200066744,CC
271,CC Xaintrie Val'Dordogne,200066751,CC
272,CC Midi Corrézien,200066769,CC
273,CC de Ventadour - Egletons - Monédières,241900133,CC
274,CC du Pays d'Uzerche,241927243,CC
275,SIVU d'Ambrugeat-Davignac,251907101,SIVU
276,SM pour le ramassage et le traitement des ordures ménagères de la région de Brive,251903100,SMF
277,SM départemental pour le transport et le traitement des ordures ménagères (SYTTOM 19),200044980,SMO
278,PETR Vézère-Auvezère,200074870,PETR
279,PETR Vallée Dordogne Corrézienne,200074938,PETR
280,Dijon Métropole,242100410,METRO
281,"CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay",200006682,CA
282,CC de la Plaine Dijonnaise,200000925,CC
283,CC Ouche et Montagne,200039055,CC
284,"CC Forêts, Seine et Suzon",200039063,CC
285,CC Norge et Tille,200069540,CC
286,CC de Gevrey-Chambertin et de Nuits-Saint-Georges,200070894,CC
287,CC Auxonne Pontailler Val de Saône,200070902,CC
288,CC Tille et Venelle,200070910,CC
289,CC des Terres d'Auxois,200071017,CC
290,CC du Pays Arnay Liernais,200071173,CC
291,CC de Pouilly en Auxois/Bligny sur Ouche,200071207,CC
292,CC Mirebellois et Fontenois,200072825,CC
293,CC des Vallées de la Tille et de l'Ignon,242100154,CC
294,CC du Pays Châtillonnais,242101434,CC
295,CC de Saulieu,242101442,CC
296,CC du Pays d'Alésia et de la Seine,242101459,CC
297,CC du Montbardois,242101491,CC
298,CC Rives de Saône,242101509,CC
299,SIVOM de Aignay-le-Duc,242100014,SIVOM
300,SIVOM de Baigneux-les-Juifs,242100055,SIVOM
301,SIVOM de Montigny-sur-Aube,242100212,SIVOM
302,SM des ordures ménagères,252108667,SMF
303,SM de Haute Côte-d'Or pour le traitement des déchets ménagers et assimilés,252108972,SMF
304,SM de collecte et de traitement des déchets ménagers et assimilés de la Plaine Dijonnaise,252109434,SMF
305,SM du pays de l'Auxois et du Morvan côte d'orien,200048544,PETR
306,PETR du Pays Val de Saône Vingeanne,200049880,PETR
307,SM du Pays Seine et Tilles en Bourgogne,200055267,PETR
308,CA Lannion-Trégor Communauté,200065928,CA
309,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,200067981,CA
310,CA Dinan Agglomération,200068989,CA
311,CA Lamballe Terre et Mer,200069391,CA
312,CA Saint-Brieuc Armor Agglomération,200069409,CA
313,CC Loudéac Communauté - Bretagne Centre,200067460,CC
314,CC Leff Armor Communauté,200069086,CC
315,CC du Kreiz-Breizh (CCKB),242200715,CC
316,SM Kerval Centre Armor,200043677,SMF
317,SMICTOM du Ménez Bré,252202106,SMF
318,SMITRED Ouest-Armor,252203161,SMF
319,SM des déchets des Pays de la Rance et de la Baie,252203195,SMF
320,PETR du Pays de Saint-Brieuc,200048965,PETR
321,PETR du Pays de Guingamp,200048981,PETR
322,PETR du Pays du Centre Ouest Bretagne,200073971,PETR
323,CA du Grand Guéret,200034825,CA
324,CC Portes de la Creuse en Marche,200041556,CC
325,CC Creuse Grand Sud,200044014,CC
326,CC Creuse Sud Ouest,200067189,CC
327,Creuse Confluence,200067544,CC
328,CC Marche et Combraille en Aquitaine,200067593,CC
329,CC du Pays Sostranien,242300135,CC
330,CC de Bénévent Grand Bourg,242320000,CC
331,CC du Pays Dunois,242320109,CC
332,SIVOM Auzances Bellegarde,242301307,SMF
333,SMICTOM de la région de Chénérailles,252306147,SMF
334,EVOLIS 23,252326079,SMF
335,SIVOM de la Courtine,252326103,SMF
336,CA Le Grand Périgueux,200040392,CA
337,CA Bergeracoise,200070647,CA
338,CC Sarlat-Périgord Noir,200027217,CC
339,CC de Montaigne Montravel et Gurson,200034197,CC
340,CC des Bastides Dordogne-Périgord,200034833,CC
341,CC Isle Vern Salembre en Périgord,200040095,CC
342,CC Isle Double Landais,200040384,CC
343,CC du Périgord Ribéracois,200040400,CC
344,CC du Pays de Fénelon,200040830,CC
345,CC de Portes Sud Périgord,200040889,CC
346,CC Vallée de la Dordogne et Forêt Bessède,200041051,CC
347,CC du Terrassonnais en Périgord Noir Thenon Hautefort,200041150,CC
348,CC de la Vallée de l'Homme,200041168,CC
349,CC de Domme- Villefranche du Périgord,200041440,CC
350,CC Dronne et Belle,200041572,CC
351,CC Isle et Crempse en Périgord,200069094,CC
352,CC du Périgord Nontronnais,200071819,CC
353,CC Périgord-Limousin,242400752,CC
354,CC du Pays de Saint Aulaye,242400935,CC
355,CC Isle-Loue-Auvézère en Périgord,242401024,CC
356,SMICTOM du Périgord Noir,252402284,SMF
357,SMCTOM de Nontron,252402466,SMF
358,SMCTOM secteur de Thiviers,252402474,SMF
359,SM départemental pour la gestion et le traitement des déchets ménagers et assimilés,252405329,SMF
360,CU Grand Besançon Métropole,242500361,CU
361,CA Pays de Montbéliard Agglomération,200065647,CA
362,CC du Pays de Maîche,200023075,CC
363,CC Loue-Lison,200068070,CC
364,CC des Deux Vallées Vertes,200068294,CC
365,CC des Lacs et Montagnes du Haut-Doubs,200069565,CC
366,CC de Montbenoit,242500320,CC
367,CC du Grand Pontarlier,242500338,CC
368,CC du Val de Morteau,242504116,CC
369,CC des Portes du Haut-Doubs,242504181,CC
370,CC du Plateau de Russey,242504355,CC
371,CC du Pays de Sancey-Belleherbe,242504371,CC
372,CC du Doubs Baumois,242504447,CC
373,CC Altitude 800,242504488,CC
374,CC du Plateau de Frasne et du Val de Drugeon (CFD),242504496,CC
375,SI des Combes Derniers,242500312,SIVOM
376,SM du Pays du Haut-Doubs,200061836,SMF
377,SM pour la prévention et la valorisation des déchets du Haut-Doubs,252500533,SMF
378,SM de collecte des ordures ménagères du Haut-Doubs,252507124,SMF
379,SYBERT,252508247,SMF
380,PETR du Doubs central,200075166,PETR
381,CA Montélimar Agglomération,200040459,CA
382,CA Valence Romans Agglo,200068781,CA
383,CC Porte de Dromardèche,200040491,CC
384,CC du Crestois et de Pays de Saillans Coeur de Drôme,200040509,CC
385,CC Drôme Sud Provence,200042901,CC
386,CC du Royans-Vercors,200067767,CC
387,CC des Baronnies en Drôme Provençale,200068229,CC
388,CC du Val de Drôme en Biovallée,242600252,CC
389,CC Dieulefit-Bourdeaux,242600492,CC
390,CC du Diois,242600534,CC
391,SI rhôdanien collecte et traitement ordures ménagères (SIRCTOM),252600903,SMF
392,Syndicat traitement déchets ménagers (SYTRAD),252601828,SMF
393,Syndicat des Portes de Provence (SYPP),252602552,SMF
394,CA Evreux Portes de Normandie,200071454,CA
395,CA Seine Normandie Agglomération,200072312,CA
396,CA Seine-Eure,200089456,CA
397,CC de Pont-Audemer / Val de Risle,200065787,CC
398,CC Lieuvin Pays d'Auge,200066017,CC
399,CC Roumois Seine,200066405,CC
400,CC Intercom Bernay Terres de Normandie,200066413,CC
401,CC Interco Normandie Sud Eure,200066462,CC
402,CC Lyons Andelle,200070142,CC
403,CC du Vexin Normand,200071843,CC
404,CC du Pays de Conches,242700276,CC
405,CC du Pays du Neubourg,242700607,CC
406,Syndicat de gestion des ordures ménagères de l'Est et du Nord de l'Eure (SYGOM),252701990,SMF
407,SM pour l'étude et le traitement des ordures ménagères de l'Eure (SETOM de l'Eure),252703111,SMF
408,Syndicat de destruction des ordures ménagères de l'Ouest de l'Eure (SDOMODE),252703863,SMF
409,CA Chartres Métropole,200033181,CA
410,CA Agglo du Pays de Dreux,200040277,CA
411,CC du Perche,200006971,CC
412,CC entre Beauce et Perche,200058360,CC
413,CC des Forêts du Perche,200069912,CC
414,CC des Portes Euréliennes d'Ile de France,200069953,CC
415,CC du Grand Châteaudun,200069961,CC
416,CC Coeur de Beauce,200070159,CC
417,CC Terres de Perche,200070167,CC
418,CC du Bonnevalais,242852465,CC
419,SICTOM de la région d'Auneau,252800065,SMF
420,"SM intercommunal pour le ramassage et le traitement des ordures ménagères de Courville-sur-Eure, La Loupe et Senonches",252801196,SMF
421,SICTOM de la région de Nogent-le-Rotrou,252801329,SMF
422,SICTOM de la région de Châteaudun,252802129,SMF
423,"SICTOM de la région de Bonneval, Brou, Illiers-Combray (SICTOM BBI)",252802152,SMF
424,SI pour le traitement et la valorisation des déchets (SITREVA),252803341,SMF
425,PETR du Perche,200059772,PETR
426,Brest Métropole,242900314,METRO
427,CA Quimper Bretagne Occidentale,200068120,CA
428,CA Quimperlé Communauté,242900694,CA
429,CA Concarneau Cornouaille Agglomération,242900769,CA
430,CA Morlaix Communauté,242900835,CA
431,CC Presqu'île de Crozon-Aulne maritime,200066868,CC
432,CC Haut-Léon Communauté,200067072,CC
433,CC Monts d'Arrée Communauté,200067197,CC
434,CC Pleyben-Châteaulin-Porzay,200067247,CC
435,CC du Pays d'Iroise,242900074,CC
436,CC du Pays des Abers,242900553,CC
437,CC de Haute Cornouaille,242900561,CC
438,CC Cap Sizun - Pointe du Raz,242900629,CC
439,CC Douarnenez Communauté,242900645,CC
440,CC du Pays Fouesnantais,242900660,CC
441,CC du Pays Bigouden Sud,242900702,CC
442,CC du Haut Pays Bigouden,242900710,CC
443,CC Poher Communauté,242900744,CC
444,CC du Pays de Landivisiau,242900751,CC
445,CC Communauté Lesneven Côte des Légendes,242900793,CC
446,CC du Pays de Landerneau-Daoulas,242900801,CC
447,VALCOR,252901871,SMF
448,SI incinération des déchets du Pays de Quimper (SIDEPAQ),252901996,SMF
449,PETR du Pays de Morlaix,200072973,PETR
450,CA du Pays Ajaccien,242010056,CA
451,CC de la Pieve de l'Ornano et du Taravo,200038958,CC
452,CC du Sud Corse,200040764,CC
453,CC Spelunca-Liamone,200067049,CC
454,CC de l'Alta Rocca,242000495,CC
455,CC Celavu-Prunelli,242000503,CC
456,CC du Sartenais Valinco Taravo,242010130,CC
457,SIVOM du Haut Taravo,242000156,SIVOM
458,SIVOM de la vallée de la Cinarca et du Liamone,242000172,SIVOM
459,SIVOM pour l'équipement et la gestion du hameau de Bavella,242010031,SIVOM
460,PETR du pays Ornano - Sartenais - Valinco - Taravo,200073211,PETR
461,CA de Bastia,242000354,CA
462,CC de l'Oriente,200015162,CC
463,CC de Fium'Orbu Castellu,200033827,CC
464,CC de la Costa Verde,200034205,CC
465,CC de Marana-Golo,200036499,CC
466,CC du Cap Corse,200042943,CC
467,CC de l'Ile-Rousse - Balagne,200073104,CC
468,CC Nebbiu - Conca d'Oro,200073120,CC
469,CC Pasquale Paoli,200073138,CC
470,CC de la Castagniccia-Casinca,200073252,CC
471,CC du Centre Corse,242020071,CC
472,CC de Calvi Balagne,242020105,CC
473,SIVOM de la vallée d'Orezza,242000271,SIVOM
474,SIVOM de Rogna,242000438,SMF
475,Pays de Balagne,200066611,PETR
476,CA du Gard Rhodanien,200034692,CA
477,CA Alès Agglomération,200066918,CA
478,CA de Nîmes Métropole,243000643,CA
479,CC Pays d'Uzès,200034379,CC
480,CC du Piémont Cévenol,200034411,CC
481,CC Causses Aigoual Cévennes,200034601,CC
482,CC de Cèze Cévennes,200035129,CC
483,CC du Pays Viganais,243000270,CC
484,CC du Pays de Sommières,243000296,CC
485,"CC Rhony, Vistre, Vidourle",243000569,CC
486,CC Beaucaire Terre d'Argence,243000585,CC
487,CC de Petite Camargue,243000593,CC
488,CC Terre de Camargue,243000650,CC
489,CC du Pont du Gard,243000684,CC
490,SMICTOM de la région d'Uzès,253001135,SMF
491,SMICTOM Rhône Garrigues,253001325,SMF
492,SM de traitement des ordures ménagères et assimilés Aigoual Cévennes Vidourle (SYMTOMA),253002869,SMF
493,SM Sud Rhône Environnement,253002919,SMF
494,SITOM de la région Sud Gard,253002950,SMF
495,SMIRITOM de la Zone Nord du Plan départemental des déchets,253003115,SMF
496,PETR Uzège Pont du Gard,200074920,PETR
497,PETR Causses et Cévennes,200075794,PETR
498,PETR Vidourle Camargue,200077857,PETR
499,PETR Garrigues et Costières de Nîmes,200086163,PETR
500,Toulouse Métropole,243100518,METRO
501,CA Le Muretain Agglo,200068641,CA
502,CA du Sicoval,243100633,CA
503,CC du Frontonnais,200034957,CC
504,CC du Volvestre,200066819,CC
505,CC du Bassin Auterivain Haut-Garonnais,200068807,CC
506,CC Coeur de Garonne,200068815,CC
507,CC des Terres du Lauragais,200071298,CC
508,CC des Hauts-Tolosans,200071314,CC
509,CC Pyrénées Haut Garonnaises,200072635,CC
510,CC Coeur et Coteaux du Comminges,200072643,CC
511,CC Cagire Garonne Salat,200073146,CC
512,CC Lauragais Revel Sorezois,243100567,CC
513,CC des Coteaux du Girou,243100732,CC
514,CC Val'Aïgo,243100773,CC
515,CC de la Save au Touch,243100781,CC
516,CC des Coteaux Bellevue,243100815,CC
517,SIVOM du Haut Comminges,243100328,SMF
518,SIVOM des cantons de Saint-Gaudens - Montréjeau - Aspet - Magnoac,243100344,SMF
519,SIPOM,253100572,SMF
520,Syndicat de syndicats de traitement des ordures ménagères des Pyrénées (SYSTOM des Pyrénées),253102172,SMF
521,"SM DECOSET (déchetteries, collecte sélective, traitement)",253102636,SMF
522,PETR du Pays du Sud Toulousain,200048700,PETR
523,PETR du Pays Lauragais,200050938,PETR
524,PETR du Pays Comminges Pyrénées,200052124,PETR
525,PETR Pays Tolosan,200055002,PETR
526,CA Grand Auch Coeur de Gascogne,200066926,CA
527,CC de la Gascogne Toulousaine,200023620,CC
528,CC Bastides de Lomagne,200034726,CC
529,CC Armagnac Adour,200035632,CC
530,CC Astarac Arros en Gascogne,200035756,CC
531,CC des Coteaux Arrats Gimone,200042372,CC
532,CC Val de Gers,200072320,CC
533,CC de la Lomagne Gersoise,243200391,CC
534,CC du Bas Armagnac,243200409,CC
535,CC de la Tenarèze,243200417,CC
536,CC Coeur d'Astarac en Gascogne,243200425,CC
537,CC du Grand Armagnac,243200458,CC
538,CC Bastides et Vallons du Gers,243200508,CC
539,CC du Saves,243200599,CC
540,CC Artagnan de Fezensac,243200607,CC
541,SICTOM du secteur Centre,200043180,SMF
542,SI de la Lomagne,243200318,SMF
